Run,#name,#name,#name
1.0,0.0,0.0,0.0
2.0,0.641396783167,-0.348876299743,-0.492367489127
3.0,1.17595238164,-0.348876299743,0.202447784223
4.0,1.2735108809,0.288073833892,0.744378917103
5.0,1.25492449941,0.744116568465,0.744378917103
6.0,1.25492449941,0.344246301644,0.247874928904
7.0,1.25492449941,-0.215543402822,-0.196927521047
8.0,0.337670509392,0.66638786147,0.21481466412
9.0,-0.183789980846,0.54788250874,0.190352219971
10.0,0.00920899264438,0.0516398116222,-0.655701426269
11.0,0.171152728993,0.0516398116222,-0.578230364106
12.0,-0.281877678506,0.226345225598,-0.525047828885
13.0,0.398348966959,1.04572797204,-0.525047828885
14.0,0.270256945822,1.74561642347,-0.821265555178
15.0,0.270256945822,2.22660012965,-0.821265555178
16.0,1.09488370341,2.01193897101,-0.821265555178
17.0,1.09488370341,2.06379410627,-0.821265555178
18.0,0.72719285906,1.17275547103,-0.769053536664
19.0,0.737002170551,1.17275547103,0.0469381599369
20.0,1.2895559005,0.695223346766,-0.782931657864
